,Language,Test Name,LKM Page sync check,LKM Zone sync check
0,C,fannkuchredux,0.10317460317460309,0.06349206349206354
1,C,spectralnorm,0.1842105263157895,0.15789473684210525
2,C,matmul,0.1250000000000001,0.1250000000000001
3,C,binarytrees,0.21052631578947373,0.13157894736842102
4,C,fasta,0.1884057971014493,0.1304347826086958
